Comments,Label
کسی انسان کی انفرادی برائی کی وجہ سے کسی مسلک کو برا کہنا سب سے بڑی جہالت ہے۔میں الحمدللہ اہلسنت ہوں۔مگر میں پناہ مانگتی ہوں ایسے لوگوں سے جو کچھ لائک اور وڈیوز کے لئے کچھ بھی کہہ دیتے ہیں۔ اسلام تو یہ ہے کہ حق اور سچ بات کرو اور کسی بات کی تصدیق کئے بغیر آگے نہ پہنچاو۔ اللہ ہم۔سب کو ہدایت دے ۔آمین۔,normal
یہ سہون شریف ہے لعل شہباز قلندر سرکار کا مزار ہے یہاں یہ پتھر لٹکا ہواہے جو سرکار امام زین العابدین علیہ السلام سے منسوب ہے لوگ اس سے پانی مس کرتے ہیں پانی کے قطرے گرتے ہیں تبرک سمجھ کر انکو پیا جاتا ہے مسلمان بھائیو کوئی بھی بات کرنے سے پہلے تصدیق کر لیا کرو تاکہ آپکو لوگ برا بھلا نہ کہیں,normal
بندہ خد ہی برا ہے اور خد ہی اچھا ہے جو مرضی سمجھ لیں اگر خد اچھا ہے تو سب کو اچھا سمجھے گا اگر خد برا ہے تو سب کو برا سمجھے گا اللہ تعالیٰ ہم سب کو غیبت سے بچنے کی توفیق عطا فرمائے آمین,normal
گمراہی اور نفرت بھیلانا گناہ ہے اس گناہ کی سزا کے طور پر جو عزاب آتا اس کا اثر سات پوستوں تک کو متاثر کرتا ہے,normal
یہ گند اہل تشیع نے شروع کیا ہے,hate
تمام برائیاں اسلام میں منع ہیں اور جن کا تعلق اسلام سے نہیں انھیں کیا کہیں,hate
یہ امام بارگاہ نہیں ہے بھائی ۔ لیکن کام برا ہی ہو رہا ہے,hate
استغفر اللّٰہ تمہیں ذرہ برابر بہی شرم نہی آئ علاماۓ کرام کی عزت کے بارے میں پتا ہے کیا آپ کو ...اللّٰہ خیر کرے,offensive
تبلیغی جماعت کو برا کہہ رہا تھا سکوارڈن اتر گی,offensive
اس وڈیوں کو ڈلیٹ کر دے اگر اپنی بحشش جاہتا ہے اللہ کا خوف ہے تو کیوں علما کے ساتھ بغض کرتا ہے ظالم,offensive
تو ایک گندی مکھی کی طرح ہے جو صرف گندی چیزوں پر بیٹھتی اور بن بن کرتی ہے,offensive
فرقہ واریت سے مبرا یہ مرکز تمام مسلمانوں کے لیے مشعل راہ ہے,normal
عمران خان نے پچھلے چودہ سال سے جو کے پی کے کا حل کر دیا جو معاشرے کو تباہ کر دیا ا کے کے پی کے کا حال دیکھو کتنے گھر اجڑ گئے کتنے گھر ٹوٹ گئے طلاقیں ہو گئیں ٹیکٹوک کو پرموٹ کیا,offensive
جو جواب سیاست میں نہ آنے کے لیے دلیل کے طور پر دیا ہے وہی دلیل میں آپ کو دیتا ہوں کہ سیاست پر گفتگو کم سے کم کیا کریں ۔۔ دعوت حق میں اس سیاسی گند کی امیزش ہو جائے گی تو نقصان ہی ہو گا ۔۔۔,offensive
میری دعا ہے یہ ملک تباہ ہوں جائے کیو کے دنیا کے سب سے بدترین لوگ رہتے ہیں,hate
استغفرُللہ ۔کتنے بیغیرت اور ظالم لوگ ہیں۔اللہ تعالیٰ انہیں برباد کرے۔,normal
پاکستان کی گندی ترین میڈیا کے چینل,hate
اسے ظالم اور بدکردار لوگوں کو ہم اپنی پشتو زبان میں سمجھا دے تھے ہے,normal
اللہ رب العالمین اس بیٹی کو اور تمام بیٹیوں کو اپنی حفظ و امان میں رکھے اور ظالموں کو تباہ و برباد فرمائے آمین۔,normal
ذنا کی سزا ہے سنگسار کرنا ظالموں پر رحم کرنے والے ظالم اور بے غیرت ہے,normal
آن ظالموں کو سزا دی جائے,normal
ان درندوں کو حکومت سزائے موت دے,normal
سب کے سب بے غیرت ہو گئے ہیں مجھے لگتا ہے برا پاکستان بے غیرت ہو گیا ہے کوئی کسی کے خلاف نہیں بھولتا ہے جہاں ظلم ہو رہا ہے چپ بیٹھے,hate
استغفر اللہ یا اللہ پاک ان ظالموں کو نشان عبرت بنا جنہوں نے اس معصوم  بہن کے ساتھ ظلم کیا,normal
اللّہ پاک کی لاٹھی بے آواز ہوتی ہے  ظالم اللہُ کی گرفت سے بچ نہیں سکے گیں,normal
یا اللہ اس بیہن کو صحت اور حوصلہ عطا فرما اور پاکستان کے قانون نافذ کرنے والے اداروں کو تباہ کر آمین ثم آمین,hate
"اللّہ پاک ان دونوں کو جنھوں نے یہ کیا، ان کو تباہ کرے ۔ آمین",normal
آپ بار بار ایک سوال پوچھ رہی ہیں آپ کو اس کے ساتھ ان ظالموں کے پاس جانا چاہیے تھا بلکہ اس کے ساتھ پولیس کی مدد بھی فراہم کرکے ان ظالموں کو پکڑنا چاہیے تھا,normal
اللہ تعالی ظالموں کو نیست ونابود کرے۔ ان بطش ربک لشدید۔ اللہ تعالی بڑا عادل ہے۔,normal
کیا کوی جج کوی وکیل اللہ کا بندہ ایسا نہیں جو اس میں خود اگے اکر ظالم لوگوں کو انجام پہچاے,hate
ان ظالموں کو دکھانا چاہئے تھا مظلوم کو نہیں,normal
ہم اپنے آپ کو مسلمان کہتے ہیں پاکستان میں قانون اور آئین کی موت واقع ہو چکی ہے,hate
اللہ پاک اپنا رحم فرمائے ظالموں کو نشان عبرت بنائے سب کہو آمین,normal
"جو حکومت انصاف نہ کرسکے اللہ تعالی ایسی  حکومت کو تباہ  و برباد کردے 
اللہ تعالی ایسی حکومت کو عبرت بنائے 
اور جو ظالم ظلم کر رہے ہیں اللہ تعالی اُن ظالموں کو بھی نیست و نابود فرمائے 
آمین ثم آمین اللہم آمین",hate
کوئی ھے مرد مجاہد جو اس بچی  کو انصاف فراہم کرے۔ اس پر ظلم کے گناہ میں ہر وہ شخص شریک ھے جس کے کان نے یہ سب کچھ سنا اور جس آنکھ نے ظلم کو بھانپ لیا اور جس کے ہاتھ میں اس ظلم پے انصاف فراہم کرنے کا کلی اختیار ھے۔ اگر یہ سچی کہانی ہے تو ارباب اختیار سے اپیل ھے کہ ھوا کی بیٹی کو انصاف دو اور ظالم سے ظلم کا حساب لو۔,normal
والد زندہ ھے لیکن مردہ کے برابر,offensive
جب حکمران بے غیرت ھوتے ھیں تو معاشرے میں پھر مظلموں کے ساتھ اس طرح ھوتا ھے ۔۔کیونکہ وہ بے غیرت صرف اپنے گھر کا سوچتے ھیں ۔عوام کا نہیں ۔۔پنجاب اور سندہ میں ظلم کا بازار گرم ھے ۔کیونکہ یہاں قانون ظالم حکمرانوں کا لونڈی بنی ھوئی ھے ۔۔,hate
استغفر اللہ استغفر اللہ استغفر اللہ کہاں جائیں غریب عوام کہاں جائیں ۔  اللّٰہ تعالٰی ان ظالموں اور درندوں کو تباہ وبرباد کردے آمین,normal
یا اللہ اس معصوم بچی کے حال پر رحم فرما اور ظالموں کو کیفر کردار تک پہنچا آمین,normal
بے غیرت اینکر اس مظلوم بہن کا چہرہ دھندلا کر دیتی اور ان مکروہ مجرموں کا گھٹیا چہرہ پاکستان کی بے غیرت لوگوں اداروں طاقت وروں کو دکھاتی شاید کسی طاقتور کو ایسے ظالموں کو عبرت کا نشان بنا دے,offensive
اللہ پاک تباہ برباد کر امین امین امین امین امین امین اسے بعیرت لوگوں کو امین امین امین امین امین امین امین,normal
"افسوس ،،،پنجابیون مین کوی شرم و حیاء نہیں ۔اس لئے پاکستان صحیح نہیں ھوتا کیونکہ سربراہ اور بڑے کرسیوں پر پنجابی ہین",hate
دعائیں دینے کی بجائے ایسے مظالم والی جگہوں پر مظلوم کا ساتھ دینے کے لیے پہنچنا چاہیئے تا کہ اسلامی جمہوریہ پاکستان کے عوامی تحفظ والے اداروں کو شرم آئے اور وہ پیسے لے کر ظالم کو تحفظ فراہم نہ کریں,hate
کیسے کیسے ظالم اور دیوث ھیں اس دنیا میں؟,normal
وہ ہ ہ ہ    ظالم کو بتلاٶ مظلوم کو نہی,normal
افسوس افسوس افسوس ایسے درندوں پر بس ان کی ایک ہی سزا موت,normal
سندس پہلے ڈاکٹر کے پاس جاو اور اپنا میڈیکلٹیسٹ کروا کر ڈاکٹر سے سرٹیفیکیٹ بنواو اس کی ایک فوٹو کاپی گھر رکھ لو اصلی تھا نے می لے جا کر ایف ائ ار کٹوالو  پھر ان ظالموں طلاک بھی لو اور سزا بھی دلواو,offensive
اللہ پاک ایسے مردوں کو تباہ برباد کرے کتنا معصوم لڑکی ہے,offensive
"حقیر ترین دنیا کے مال و متاع کو کمانے کے لیے یہ چینل والے کیسے کیسے گندم کام کرنے سے نہیں شرماتے 
آپ کو شرم آنی چاہیے ایسی ویڈیو اپلوڈ کرنے سے پہلے کچھ تو خدا کا خوف کرتے",offensive
اللہ تعالیٰ معاف کرے آمین ان لوگوں کو تباہ کرے,offensive
گند کہنے کی ضرورت نہیں,normal
اچھا تم بھی گندی انٹی ھو۔شٹ اپ,hate
"لبرل دراصل خود ایسی گندی قوم ہیں جو، جنسی نفسیاتی مریض ہیں، خود جنسی بے راہ روی کا شکار ہیں اسی کا پرچار کرتے ہیں",hate
میں نے بھی کسی سے بہت محبت کی ہے لیکن لوگ اسے بہت برا بلا کہتے ہیں حالانکہ کہ وہ ایسی نہیں ہے مجھے بہت برا لگتا ہے جب کوئی اسے برا کہتا ہے کیونکہ میں نے اسے پانے کے لیے نمازوں میں رویا ہوں اور روتے روتے اپنے گناہوں کی معافی مانگ لیتا ہوں میں صرف اتنا چاہتا کہ اگر وہ مجھے دنیا میں نہ ملے اللہ تعالیٰ اسے جنت میں میرا کردے آمین,normal
"ما شاء اللہ کافی اعتبار سے بہت مفید بیان ہے۔۔۔۔۔۔
معاشرے سے برائی ختم کرانے میں اور اچھی اور ضروری عادت کو رواج دینے میں کافی موثر ہے۔",normal
"میں نےجوکیاوہ برا کیامیں نے خودکوخودہی تباہ کیا
جوتجھے پسنداےمیرےخُدامجھے اُس ادا کی تلاش ہیں",normal
"السلام علیکم و رحمت اللہ وبرکاتہ،
چوڑیاں لیتے وقت چڑھانے کے لیے اپنے ہاتھ مردوں(دکان والے) کے ہاتھ میں نہ دیا کریں آپ کا ہاتھ پکڑنے کا حق ہر کسی کو نہیں ہونا چاہیے، چوڑیاں پسند کرو اور بو لیں کہ پیک کر دیں   گھر آ کے ماما سے پہنا لو یا  کوئی حل نہیں تو شیمپو لگا کے صابن لگا کے پہن لیں سمپل حل لیکن اتنی پڑھی لکھی ہو کے یہ عجیب حرکت نہ کریں۔
 اگر برا لگے تو معذرت۔",offensive
ستار کہنا چاہے یا عبرالستار,normal
اپ سے لوگ پتہ کس وجہ سے نفرت کرتے ہیں ۔آپ نے اللّه پاک کے نیک لوگوں کا انکار کیا,normal
ایک سیاسی جماعت کا سربراہ اس طرح مناظرہ نہیں کرتا اسے پتہ ہے ویور شپ کے چکر میں شور ڈال رہا ہے,offensive
میں نے ابھی ابھی عمیر منجب کے پیج پہ جاکے اس کی بھی منجھی ٹھوک دی جس طرح علی بھائی نے فرقوں کی گستاخاناں کی منجھی ٹھولی,offensive
ختم نبوت کا مقدمہ صحابہ کا گستاخ کیسے لڑ سکتا ہے,offensive
"اگر توں کھلی کتاب ہے تو بند کمرے میں بیٹھ کر کیوں بات کرتا ہے حق بات تو اعلانیہ کی جاتی ہے جیسے حضرت عمر نے اسلام قبول کرتے ہی ارد گرد کفر کے درمیان اعلانیہ اسلام قبول کیا ۔۔
گرگٹ کی طرح کیوں کنویں میں بیٹھا ہے
تیرا تو اتنا ایمان نہی کہ ذندگی اور موت اللّٰه
کے ہاتھ میں ہے۔",offensive
